time_signature,track_popularity,speechiness,danceability,playlist_name,track_artist,duration_ms,energy,playlist_genre,playlist_subgenre,track_href,track_name,mode,uri,type,track_album_release_date,analysis_url,id,instrumentalness,track_album_id,playlist_id,track_id,valence,key,tempo,loudness,acousticness,liveness,track_album_name
4,58,0.0272,0.674,Bedroom Pop,Dijon,230625,0.616,pop,bedroom,https://api.spotify.com/v1/tracks/467t3218y3yihFcyDGWjr0,Skin,1,spotify:track:467t3218y3yihFcyDGWjr0,audio_features,2018-04-19,https://api.spotify.com/v1/audio-analysis/467t3218y3yihFcyDGWjr0,467t3218y3yihFcyDGWjr0,2.1e-06,1E3Dc94QXnqiQcGVgij0iW,37i9dQZF1DXcxvFzl58uP7,467t3218y3yihFcyDGWjr0,0.551,7,94.934,-3.471,0.512,0.331,Skin
4,45,0.033,0.645,Bedroom Pop,strongboi,253312,0.446,pop,bedroom,https://api.spotify.com/v1/tracks/0O4SLaYDqG9rQSJV8P34jS,magic,1,spotify:track:0O4SLaYDqG9rQSJV8P34jS,audio_features,2024-04-12,https://api.spotify.com/v1/audio-analysis/0O4SLaYDqG9rQSJV8P34jS,0O4SLaYDqG9rQSJV8P34jS,0.000132,4kplurgz5v2ZqhEPUD4Daw,37i9dQZF1DXcxvFzl58uP7,0O4SLaYDqG9rQSJV8P34jS,0.576,2,177.711,-6.057,0.479,0.0947,magic
4,27,0.0282,0.415,Bedroom Pop,Sunday (1994),270345,0.506,pop,bedroom,https://api.spotify.com/v1/tracks/1eaRpdsgUxH5AY0W9W3Mcc,Tired Boy,1,spotify:track:1eaRpdsgUxH5AY0W9W3Mcc,audio_features,2024-02-23,https://api.spotify.com/v1/audio-analysis/1eaRpdsgUxH5AY0W9W3Mcc,1eaRpdsgUxH5AY0W9W3Mcc,0.000255,0kuLoUuLTKV4kd59C3iXoW,37i9dQZF1DXcxvFzl58uP7,1eaRpdsgUxH5AY0W9W3Mcc,0.296,2,173.923,-7.291,0.133,0.105,Tired Boy
4,65,0.0313,0.702,Bedroom Pop,Orion Sun,169720,0.525,pop,bedroom,https://api.spotify.com/v1/tracks/1ciQU7ZQGHq129m3njp9en,dirty dancer,0,spotify:track:1ciQU7ZQGHq129m3njp9en,audio_features,2022-02-08,https://api.spotify.com/v1/audio-analysis/1ciQU7ZQGHq129m3njp9en,1ciQU7ZQGHq129m3njp9en,0.0667,6aO0vMIga31GSawF5f0pMZ,37i9dQZF1DXcxvFzl58uP7,1ciQU7ZQGHq129m3njp9en,0.515,7,113.856,-5.028,0.376,0.119,dirty dancer
4,67,0.0364,0.669,Bedroom Pop,Takayoshi,76286,0.762,pop,bedroom,https://api.spotify.com/v1/tracks/6Qvwt9H76n1FfWyw5aT6JJ,apart of me,0,spotify:track:6Qvwt9H76n1FfWyw5aT6JJ,audio_features,2023-01-06,https://api.spotify.com/v1/audio-analysis/6Qvwt9H76n1FfWyw5aT6JJ,6Qvwt9H76n1FfWyw5aT6JJ,0.842,1VHtN37RStIVB1iqoTwsZ2,37i9dQZF1DXcxvFzl58uP7,6Qvwt9H76n1FfWyw5aT6JJ,0.876,5,139.974,-12.308,0.0663,0.151,apart of me
4,64,0.0477,0.747,Bedroom Pop,Dijon,184768,0.531,pop,bedroom,https://api.spotify.com/v1/tracks/0YMe6PHRbeDcN7KJdCG0bW,The Dress,1,spotify:track:0YMe6PHRbeDcN7KJdCG0bW,audio_features,2021-11-05,https://api.spotify.com/v1/audio-analysis/0YMe6PHRbeDcN7KJdCG0bW,0YMe6PHRbeDcN7KJdCG0bW,1.8e-06,4E691gbRgo2Zb6ToII2DWO,37i9dQZF1DXcxvFzl58uP7,0YMe6PHRbeDcN7KJdCG0bW,0.785,8,88.009,-5.99,0.266,0.192,Absolutely
4,63,0.0437,0.81,Bedroom Pop,Ralph Castelli,175313,0.353,pop,bedroom,https://api.spotify.com/v1/tracks/2fGRJzoiYJYAzlQAyBONMb,Morning Sex,1,spotify:track:2fGRJzoiYJYAzlQAyBONMb,audio_features,2019-06-07,https://api.spotify.com/v1/audio-analysis/2fGRJzoiYJYAzlQAyBONMb,2fGRJzoiYJYAzlQAyBONMb,0.000104,6nPjdP4pjRIItNMnu9DSLQ,37i9dQZF1DXcxvFzl58uP7,2fGRJzoiYJYAzlQAyBONMb,0.731,6,124.991,-9.536,0.0473,0.082,Morning Sex
4,64,0.0318,0.562,Bedroom Pop,wave to earth,263250,0.551,pop,bedroom,https://api.spotify.com/v1/tracks/5TZKpQFKCbIlWGD8DzHbC6,bad,1,spotify:track:5TZKpQFKCbIlWGD8DzHbC6,audio_features,2023-04-20,https://api.spotify.com/v1/audio-analysis/5TZKpQFKCbIlWGD8DzHbC6,5TZKpQFKCbIlWGD8DzHbC6,0.113,0kT2Dn4QknHk92h76ZcMk0,37i9dQZF1DXcxvFzl58uP7,5TZKpQFKCbIlWGD8DzHbC6,0.386,2,135.808,-8.879,0.705,0.164,0.1 flaws and all.
4,62,0.0636,0.759,Bedroom Pop,"grentperez, Lyn Lapid",183374,0.394,pop,bedroom,https://api.spotify.com/v1/tracks/7G2om18d9kfV3aNtNfQkzA,Room For You,0,spotify:track:7G2om18d9kfV3aNtNfQkzA,audio_features,2024-07-26,https://api.spotify.com/v1/audio-analysis/7G2om18d9kfV3aNtNfQkzA,7G2om18d9kfV3aNtNfQkzA,0.00168,6NbgKBujDaLM236wpFEwOu,37i9dQZF1DXcxvFzl58uP7,7G2om18d9kfV3aNtNfQkzA,0.501,6,129.931,-7.399,0.843,0.124,Room For You
4,60,0.0575,0.879,Bedroom Pop,The Marías,156027,0.413,pop,bedroom,https://api.spotify.com/v1/tracks/2CBtdZVcpSwaxOcLUi1AGo,Care For You,0,spotify:track:2CBtdZVcpSwaxOcLUi1AGo,audio_features,2020-10-16,https://api.spotify.com/v1/audio-analysis/2CBtdZVcpSwaxOcLUi1AGo,2CBtdZVcpSwaxOcLUi1AGo,0.221,4ENFZsf6OIKxck9I6gUwrk,37i9dQZF1DXcxvFzl58uP7,2CBtdZVcpSwaxOcLUi1AGo,0.869,1,109.988,-9.161,0.816,0.318,Care For You
4,60,0.0259,0.693,Bedroom Pop,Freak Slug,191528,0.528,pop,bedroom,https://api.spotify.com/v1/tracks/1gyIYA98zceKTnjISviYRz,Radio,1,spotify:track:1gyIYA98zceKTnjISviYRz,audio_features,2020-09-15,https://api.spotify.com/v1/audio-analysis/1gyIYA98zceKTnjISviYRz,1gyIYA98zceKTnjISviYRz,0.846,1ZaigXPBR3ve70vpWaP1jB,37i9dQZF1DXcxvFzl58uP7,1gyIYA98zceKTnjISviYRz,0.597,1,107.949,-8.468,0.699,0.114,Radio
4,60,0.0332,0.573,Bedroom Pop,STRFKR,283053,0.669,pop,bedroom,https://api.spotify.com/v1/tracks/1rPYEWQfIRo5A4fvLgFbBe,Golden Light,0,spotify:track:1rPYEWQfIRo5A4fvLgFbBe,audio_features,2013-02-19,https://api.spotify.com/v1/audio-analysis/1rPYEWQfIRo5A4fvLgFbBe,1rPYEWQfIRo5A4fvLgFbBe,0.806,1bvGSdxElbk5CTTPIrWO2L,37i9dQZF1DXcxvFzl58uP7,1rPYEWQfIRo5A4fvLgFbBe,0.159,8,96.982,-11.436,0.521,0.321,Miracle Mile
3,59,0.028,0.733,Bedroom Pop,Clairo,233871,0.262,pop,bedroom,https://api.spotify.com/v1/tracks/4XYo3W8U6IY42EbB01rnR4,Heaven,1,spotify:track:4XYo3W8U6IY42EbB01rnR4,audio_features,2018-09-07,https://api.spotify.com/v1/audio-analysis/4XYo3W8U6IY42EbB01rnR4,4XYo3W8U6IY42EbB01rnR4,4.79e-06,26tFSM2HfVCB0a4OLVxU4f,37i9dQZF1DXcxvFzl58uP7,4XYo3W8U6IY42EbB01rnR4,0.444,0,135.497,-13.766,0.224,0.105,Heaven
4,56,0.036,0.721,Bedroom Pop,daydreamers,161168,0.71,pop,bedroom,https://api.spotify.com/v1/tracks/1E9T8kPAQV2zMSf0hz3K6A,Call Me Up,1,spotify:track:1E9T8kPAQV2zMSf0hz3K6A,audio_features,2024-04-04,https://api.spotify.com/v1/audio-analysis/1E9T8kPAQV2zMSf0hz3K6A,1E9T8kPAQV2zMSf0hz3K6A,0.045,0KfdSmpAWlWIsX46PARiNO,37i9dQZF1DXcxvFzl58uP7,1E9T8kPAQV2zMSf0hz3K6A,0.684,9,99.995,-7.946,0.343,0.354,Call Me Up
4,56,0.0504,0.534,Bedroom Pop,Her's,375656,0.62,pop,bedroom,https://api.spotify.com/v1/tracks/5wv2XK6ms7KBBVDD1cOwlx,Cool with You,1,spotify:track:5wv2XK6ms7KBBVDD1cOwlx,audio_features,2017-05-12,https://api.spotify.com/v1/audio-analysis/5wv2XK6ms7KBBVDD1cOwlx,5wv2XK6ms7KBBVDD1cOwlx,0.000736,03gwRG5IvkStFnjPmgjElw,37i9dQZF1DXcxvFzl58uP7,5wv2XK6ms7KBBVDD1cOwlx,0.547,0,106.986,-6.775,0.0124,0.296,Songs of Her's
4,56,0.141,0.826,Bedroom Pop,Claire Rosinkranz,202249,0.745,pop,bedroom,https://api.spotify.com/v1/tracks/1xSmjB0t19q4CSJ0X0ymGB,Frankenstein,1,spotify:track:1xSmjB0t19q4CSJ0X0ymGB,audio_features,2021-05-14,https://api.spotify.com/v1/audio-analysis/1xSmjB0t19q4CSJ0X0ymGB,1xSmjB0t19q4CSJ0X0ymGB,1.32e-05,740ehwZADpfoezUB54h6zE,37i9dQZF1DXcxvFzl58uP7,1xSmjB0t19q4CSJ0X0ymGB,0.883,2,119.92,-6.091,0.13,0.178,Frankenstein
4,55,0.0943,0.7,Bedroom Pop,Litany,186781,0.454,pop,bedroom,https://api.spotify.com/v1/tracks/2x1Up4aNJ9mpmiPFJ83MX3,Bedroom,1,spotify:track:2x1Up4aNJ9mpmiPFJ83MX3,audio_features,2017-06-07,https://api.spotify.com/v1/audio-analysis/2x1Up4aNJ9mpmiPFJ83MX3,2x1Up4aNJ9mpmiPFJ83MX3,0,1yjHsoV9fSDcYuz6F7RNfb,37i9dQZF1DXcxvFzl58uP7,2x1Up4aNJ9mpmiPFJ83MX3,0.62,6,184.956,-8.15,0.0372,0.162,4 Track EP
4,55,0.0284,0.701,Bedroom Pop,Hector Gachan,87966,0.508,pop,bedroom,https://api.spotify.com/v1/tracks/4uJygJrv9ZRqkxfDijPxod,Flook,1,spotify:track:4uJygJrv9ZRqkxfDijPxod,audio_features,2017-12-01,https://api.spotify.com/v1/audio-analysis/4uJygJrv9ZRqkxfDijPxod,4uJygJrv9ZRqkxfDijPxod,0.796,17YZ462PRpLKH87XkxSZGu,37i9dQZF1DXcxvFzl58uP7,4uJygJrv9ZRqkxfDijPxod,0.21,1,109.363,-11.643,0.732,0.413,Untitled '91
4,27,0.0369,0.515,Alternative Rock,Radiohead,238640,0.43,rock,alternative,https://api.spotify.com/v1/tracks/6b2oQwSGFkzsMtQruIWm2p,Creep,1,spotify:track:6b2oQwSGFkzsMtQruIWm2p,audio_features,1993-02-22,https://api.spotify.com/v1/audio-analysis/6b2oQwSGFkzsMtQruIWm2p,6b2oQwSGFkzsMtQruIWm2p,0.000141,6400dnyeDyD2mIFHfkwHXN,4q2NzGlz5Nn6kB6Dh2vBKX,6b2oQwSGFkzsMtQruIWm2p,0.104,7,91.841,-9.935,0.0102,0.129,Pablo Honey
4,24,0.0446,0.252,Alternative Rock,The Cranberries,307440,0.738,rock,alternative,https://api.spotify.com/v1/tracks/68HyvTUsmlpH1UJo9tn5v3,Zombie,1,spotify:track:68HyvTUsmlpH1UJo9tn5v3,audio_features,2021-05-25,https://api.spotify.com/v1/audio-analysis/68HyvTUsmlpH1UJo9tn5v3,68HyvTUsmlpH1UJo9tn5v3,0.000497,4UkEvuAF0oirvH9HUAWSnk,4q2NzGlz5Nn6kB6Dh2vBKX,68HyvTUsmlpH1UJo9tn5v3,0.256,7,165.187,-5.326,0.0145,0.375,The Best 90s Album In The World...Ever!
4,47,0.029,0.679,Alternative Rock,Hurricane on Saturn,202102,0.742,rock,alternative,https://api.spotify.com/v1/tracks/5JFZ9Dn9Br9d0C3BEaO75L,Back for More,0,spotify:track:5JFZ9Dn9Br9d0C3BEaO75L,audio_features,2023-02-24,https://api.spotify.com/v1/audio-analysis/5JFZ9Dn9Br9d0C3BEaO75L,5JFZ9Dn9Br9d0C3BEaO75L,0,7LCWMz5qhflYOFta2pkrBE,4q2NzGlz5Nn6kB6Dh2vBKX,5JFZ9Dn9Br9d0C3BEaO75L,0.552,2,125.052,-7.863,0.036,0.0791,Φnx
4,53,0.0554,0.489,Alternative Rock,Nirvana,300893,0.918,rock,alternative,https://api.spotify.com/v1/tracks/4TMhakloPMPS84lNHNTSa3,Smells Like Teen Spirit - Remastered 2021,1,spotify:track:4TMhakloPMPS84lNHNTSa3,audio_features,2021-11-12,https://api.spotify.com/v1/audio-analysis/4TMhakloPMPS84lNHNTSa3,4TMhakloPMPS84lNHNTSa3,7.64e-05,5eA0qtE7Yu29XiMlwoby2G,4q2NzGlz5Nn6kB6Dh2vBKX,4TMhakloPMPS84lNHNTSa3,0.691,1,116.731,-4.502,3.53e-05,0.0908,Nevermind (30th Anniversary Super Deluxe)
4,24,0.049,0.362,Alternative Rock,The Verve,357267,0.911,rock,alternative,https://api.spotify.com/v1/tracks/3Z9PJ6xiEGmcqo2hESEB5n,Bitter Sweet Symphony,1,spotify:track:3Z9PJ6xiEGmcqo2hESEB5n,audio_features,1997-09-29,https://api.spotify.com/v1/audio-analysis/3Z9PJ6xiEGmcqo2hESEB5n,3Z9PJ6xiEGmcqo2hESEB5n,0,5aY2ZGwROKS4QU5QDW3SqD,4q2NzGlz5Nn6kB6Dh2vBKX,3Z9PJ6xiEGmcqo2hESEB5n,0.498,9,171.112,-5.966,0.0336,0.466,Urban Hymns (Deluxe / Remastered 2016)
4,50,0.0255,0.556,Alternative Rock,3 Doors Down,238560,0.545,rock,alternative,https://api.spotify.com/v1/tracks/5IXk34xSm6rxNgXkCveC3r,Here Without You,0,spotify:track:5IXk34xSm6rxNgXkCveC3r,audio_features,2002-01-01,https://api.spotify.com/v1/audio-analysis/5IXk34xSm6rxNgXkCveC3r,5IXk34xSm6rxNgXkCveC3r,0,0wAf1LaMkHoLN7QL3Dv5fh,4q2NzGlz5Nn6kB6Dh2vBKX,5IXk34xSm6rxNgXkCveC3r,0.193,10,143.991,-6.768,0.0635,0.124,Away From The Sun
4,46,0.0696,0.571,Alternative Rock,"Hurricane on Saturn, Deuce",261000,0.894,rock,alternative,https://api.spotify.com/v1/tracks/0YiqstoUoXgePF6Oi7ySra,Monsters,0,spotify:track:0YiqstoUoXgePF6Oi7ySra,audio_features,2022-08-15,https://api.spotify.com/v1/audio-analysis/0YiqstoUoXgePF6Oi7ySra,0YiqstoUoXgePF6Oi7ySra,6.15e-06,3KbFwkQrN5NnjwhBA7htPz,4q2NzGlz5Nn6kB6Dh2vBKX,0YiqstoUoXgePF6Oi7ySra,0.452,0,75.005,-4.561,0.0441,0.123,Monsters
4,27,0.0292,0.474,Alternative Rock,Hoobastank,232800,0.659,rock,alternative,https://api.spotify.com/v1/tracks/6Gn02ZC8juXwQ10Xk7ACXx,The Reason,1,spotify:track:6Gn02ZC8juXwQ10Xk7ACXx,audio_features,2004-04-27,https://api.spotify.com/v1/audio-analysis/6Gn02ZC8juXwQ10Xk7ACXx,6Gn02ZC8juXwQ10Xk7ACXx,0,2NpfPQ6AQn50AZpPP412uU,4q2NzGlz5Nn6kB6Dh2vBKX,6Gn02ZC8juXwQ10Xk7ACXx,0.075,4,82.957,-4.667,0.0125,0.154,The Reason
4,19,0.029,0.664,Alternative Rock,R.E.M.,268427,0.852,rock,alternative,https://api.spotify.com/v1/tracks/2wVXSc0IrQVodHESUxVUJA,Losing My Religion,0,spotify:track:2wVXSc0IrQVodHESUxVUJA,audio_features,1991-03-12,https://api.spotify.com/v1/audio-analysis/2wVXSc0IrQVodHESUxVUJA,2wVXSc0IrQVodHESUxVUJA,0,68p5SQdcakYH65NEjiF6t4,4q2NzGlz5Nn6kB6Dh2vBKX,2wVXSc0IrQVodHESUxVUJA,0.807,9,125.632,-4.996,0.174,0.1,Out Of Time (25th Anniversary Edition)
4,44,0.0798,0.428,Alternative Rock,Hurricane on Saturn,199737,0.943,rock,alternative,https://api.spotify.com/v1/tracks/2U64TRs9DKbGzs2fPxSGdx,Rescue Light,1,spotify:track:2U64TRs9DKbGzs2fPxSGdx,audio_features,2024-01-27,https://api.spotify.com/v1/audio-analysis/2U64TRs9DKbGzs2fPxSGdx,2U64TRs9DKbGzs2fPxSGdx,0,77QlUazR5yCPLFNTtf2m26,4q2NzGlz5Nn6kB6Dh2vBKX,2U64TRs9DKbGzs2fPxSGdx,0.605,0,152.041,-4.129,0.00162,0.814,Rescue Light
4,33,0.0286,0.732,Alternative Rock,Twenty One Pilots,195920,0.396,rock,alternative,https://api.spotify.com/v1/tracks/4wDEMzcoKArzAcUesqULIT,Heathens,0,spotify:track:4wDEMzcoKArzAcUesqULIT,audio_features,2023-07-28,https://api.spotify.com/v1/audio-analysis/4wDEMzcoKArzAcUesqULIT,4wDEMzcoKArzAcUesqULIT,3.54e-05,0y2iUL7aHpMSRhFujX35gH,4q2NzGlz5Nn6kB6Dh2vBKX,4wDEMzcoKArzAcUesqULIT,0.548,4,90.025,-9.348,0.0841,0.105,2010s Mixtape: The Greatest Hits
4,65,0.165,0.283,Rock This,Bring Me The Horizon,242662,0.931,rock,modern,https://api.spotify.com/v1/tracks/24l3mfIPWVa645a9LEwSHx,YOUtopia,1,spotify:track:24l3mfIPWVa645a9LEwSHx,audio_features,2024-05-24,https://api.spotify.com/v1/audio-analysis/24l3mfIPWVa645a9LEwSHx,24l3mfIPWVa645a9LEwSHx,0,1k7OXnGQPV4zF3seDwRroD,37i9dQZF1DXcF6B6QPhFDv,24l3mfIPWVa645a9LEwSHx,0.35,9,176.082,-2.986,0.00317,0.428,POST HUMAN: NeX GEn
4,54,0.0994,0.359,Rock This,Spiritbox,239640,0.966,rock,modern,https://api.spotify.com/v1/tracks/7FjRNlmPtWb1ra46t14rUN,Perfect Soul,0,spotify:track:7FjRNlmPtWb1ra46t14rUN,audio_features,2024-11-17,https://api.spotify.com/v1/audio-analysis/7FjRNlmPtWb1ra46t14rUN,7FjRNlmPtWb1ra46t14rUN,0.0337,6trbYqn0Og2FEmucGshPg5,37i9dQZF1DXcF6B6QPhFDv,7FjRNlmPtWb1ra46t14rUN,0.289,10,103.744,-3.9,1.56e-05,0.198,Perfect Soul
4,57,0.0735,0.459,Rock This,The Warning,176066,0.873,rock,modern,https://api.spotify.com/v1/tracks/03A89GAR9MPybXei4sZiYh,Hell You Call A Dream,1,spotify:track:03A89GAR9MPybXei4sZiYh,audio_features,2024-06-28,https://api.spotify.com/v1/audio-analysis/03A89GAR9MPybXei4sZiYh,03A89GAR9MPybXei4sZiYh,0,1rYHznqLeJVXuy0YqwERGv,37i9dQZF1DXcF6B6QPhFDv,03A89GAR9MPybXei4sZiYh,0.563,8,94.878,-4.121,0.00272,0.194,Keep Me Fed
4,59,0.0988,0.461,Rock This,ONE OK ROCK,189898,0.861,rock,modern,https://api.spotify.com/v1/tracks/4WVcTxy8lZqrz3wp0Mp1DF,Dystopia,1,spotify:track:4WVcTxy8lZqrz3wp0Mp1DF,audio_features,2024-10-25,https://api.spotify.com/v1/audio-analysis/4WVcTxy8lZqrz3wp0Mp1DF,4WVcTxy8lZqrz3wp0Mp1DF,0,6hhxNNO0GccTgRk5pBPfAQ,37i9dQZF1DXcF6B6QPhFDv,4WVcTxy8lZqrz3wp0Mp1DF,0.7,9,178.119,-3.381,0.00322,0.114,Dystopia
5,58,0.0534,0.335,Rock This,Amira Elfeky,193798,0.784,rock,modern,https://api.spotify.com/v1/tracks/4z4JQxp5ddY3Z8ETnaPPAK,Will You Love Me When I’m Dead,0,spotify:track:4z4JQxp5ddY3Z8ETnaPPAK,audio_features,2024-10-23,https://api.spotify.com/v1/audio-analysis/4z4JQxp5ddY3Z8ETnaPPAK,4z4JQxp5ddY3Z8ETnaPPAK,0.00147,2zs0gJMS21tocKOXpWvPxU,37i9dQZF1DXcF6B6QPhFDv,4z4JQxp5ddY3Z8ETnaPPAK,0.333,6,110.029,-4.161,0.014,0.333,Will You Love Me When I’m Dead
4,59,0.0288,0.39,Rock This,blink-182,219390,0.775,rock,modern,https://api.spotify.com/v1/tracks/2EKpybTASGXP5DdTA3r6aP,TAKE ME IN,1,spotify:track:2EKpybTASGXP5DdTA3r6aP,audio_features,2024-09-06,https://api.spotify.com/v1/audio-analysis/2EKpybTASGXP5DdTA3r6aP,2EKpybTASGXP5DdTA3r6aP,0,3wU2wXacpwqetSRloR0nMX,37i9dQZF1DXcF6B6QPhFDv,2EKpybTASGXP5DdTA3r6aP,0.214,1,160.08,-3.358,0.0073,0.0965,ONE MORE TIME... PART-2
4,45,0.091,0.474,Rock This,unpeople,203770,0.881,rock,modern,https://api.spotify.com/v1/tracks/70yMk0UK1BTtPvhqcSXvnF,the garden,1,spotify:track:70yMk0UK1BTtPvhqcSXvnF,audio_features,2024-10-15,https://api.spotify.com/v1/audio-analysis/70yMk0UK1BTtPvhqcSXvnF,70yMk0UK1BTtPvhqcSXvnF,0.000195,4iHuwtCHVOlMC4u09kbIYg,37i9dQZF1DXcF6B6QPhFDv,70yMk0UK1BTtPvhqcSXvnF,0.402,1,166.07,-3.578,0.000165,0.489,the garden
4,49,0.0526,0.391,Rock This,The Amazons,265188,0.921,rock,modern,https://api.spotify.com/v1/tracks/667WclCD8TE4oLsoWkRoNy,Pitch Black,0,spotify:track:667WclCD8TE4oLsoWkRoNy,audio_features,2024-11-06,https://api.spotify.com/v1/audio-analysis/667WclCD8TE4oLsoWkRoNy,667WclCD8TE4oLsoWkRoNy,2.59e-06,4VxwwXBy1q2a7JJwDz4EqS,37i9dQZF1DXcF6B6QPhFDv,667WclCD8TE4oLsoWkRoNy,0.271,0,157.946,-4.159,0.0286,0.0703,Pitch Black
4,55,0.0573,0.528,Rock This,Amyl and The Sniffers,128659,0.958,rock,modern,https://api.spotify.com/v1/tracks/3rZwj7e7m61R5e9Tn3YTFa,Jerkin',1,spotify:track:3rZwj7e7m61R5e9Tn3YTFa,audio_features,2024-10-25,https://api.spotify.com/v1/audio-analysis/3rZwj7e7m61R5e9Tn3YTFa,3rZwj7e7m61R5e9Tn3YTFa,0,6yubtXRtg07Pd4REHb6lc7,37i9dQZF1DXcF6B6QPhFDv,3rZwj7e7m61R5e9Tn3YTFa,0.587,11,144.453,-2.4,0.00299,0.135,Cartoon Darkness
4,53,0.0785,0.537,Rock This,Dead Poet Society,213925,0.922,rock,modern,https://api.spotify.com/v1/tracks/0E0GPPvheTzleZgWckjef2,HURT,0,spotify:track:0E0GPPvheTzleZgWckjef2,audio_features,2024-01-26,https://api.spotify.com/v1/audio-analysis/0E0GPPvheTzleZgWckjef2,0E0GPPvheTzleZgWckjef2,0,6PUmlxsIK7Z2Gr5OSTa5YA,37i9dQZF1DXcF6B6QPhFDv,0E0GPPvheTzleZgWckjef2,0.775,11,160.046,-3.8,0.00141,0.252,FISSION
4,67,0.068,0.476,Rock This,Sam Fender,311480,0.908,rock,modern,https://api.spotify.com/v1/tracks/3ZZyUf7WkhfN1JkQZZ00fI,People Watching,1,spotify:track:3ZZyUf7WkhfN1JkQZZ00fI,audio_features,2024-11-15,https://api.spotify.com/v1/audio-analysis/3ZZyUf7WkhfN1JkQZZ00fI,3ZZyUf7WkhfN1JkQZZ00fI,0.000553,2Qg1mJJObwIAJiFHTQvl9E,37i9dQZF1DXcF6B6QPhFDv,3ZZyUf7WkhfN1JkQZZ00fI,0.649,6,161.011,-4.569,0.00776,0.124,People Watching
4,50,0.0377,0.477,Rock This,Cage The Elephant,134373,0.904,rock,modern,https://api.spotify.com/v1/tracks/49ukvVBtVT9Y575F6VY33G,Metaverse,1,spotify:track:49ukvVBtVT9Y575F6VY33G,audio_features,2024-05-17,https://api.spotify.com/v1/audio-analysis/49ukvVBtVT9Y575F6VY33G,49ukvVBtVT9Y575F6VY33G,1.86e-06,2dGlEut1TyhAyApZ0ADIsd,37i9dQZF1DXcF6B6QPhFDv,49ukvVBtVT9Y575F6VY33G,0.688,9,143.929,-4.074,1.52e-05,0.068,Neon Pill
4,17,0.0464,0.454,Rock This,Dexter and The Moonrocks,190553,0.835,rock,modern,https://api.spotify.com/v1/tracks/4q3jPOs1eS4BoHtG08r9QW,Sad In Carolina,0,spotify:track:4q3jPOs1eS4BoHtG08r9QW,audio_features,2024-05-01,https://api.spotify.com/v1/audio-analysis/4q3jPOs1eS4BoHtG08r9QW,4q3jPOs1eS4BoHtG08r9QW,5.71e-06,6zyGuyzZHVMvVmnvwVOCx9,37i9dQZF1DXcF6B6QPhFDv,4q3jPOs1eS4BoHtG08r9QW,0.299,1,153.087,-4.642,0.000732,0.154,Sad In Carolina
4,61,0.0527,0.479,Rock This,Inhaler,227308,0.749,rock,modern,https://api.spotify.com/v1/tracks/20xfgpCbTJBDjrTFh916Av,Your House,0,spotify:track:20xfgpCbTJBDjrTFh916Av,audio_features,2024-10-29,https://api.spotify.com/v1/audio-analysis/20xfgpCbTJBDjrTFh916Av,20xfgpCbTJBDjrTFh916Av,1.15e-05,5bVyceWVMG2ArRJBXapami,37i9dQZF1DXcF6B6QPhFDv,20xfgpCbTJBDjrTFh916Av,0.575,11,122.057,-5.858,0.00453,0.113,Your House
4,55,0.0435,0.455,Rock This,The Beaches,167997,0.837,rock,modern,https://api.spotify.com/v1/tracks/7Jc79lucvYoqo3YA44EG8f,Takes One To Know One,0,spotify:track:7Jc79lucvYoqo3YA44EG8f,audio_features,2024-07-12,https://api.spotify.com/v1/audio-analysis/7Jc79lucvYoqo3YA44EG8f,7Jc79lucvYoqo3YA44EG8f,4.57e-06,0vVu40KngnoIprNWsy7Chv,37i9dQZF1DXcF6B6QPhFDv,7Jc79lucvYoqo3YA44EG8f,0.537,2,75.038,-2.589,0.00291,0.191,Takes One To Know One
4,54,0.0855,0.599,Rock This,The Wrecks,171748,0.898,rock,modern,https://api.spotify.com/v1/tracks/1DbeTcnfS7kLnHhVsRlvqg,"Always, Everytime",1,spotify:track:1DbeTcnfS7kLnHhVsRlvqg,audio_features,2024-10-04,https://api.spotify.com/v1/audio-analysis/1DbeTcnfS7kLnHhVsRlvqg,1DbeTcnfS7kLnHhVsRlvqg,2.08e-06,3eJOnQipfXT3Z2ubwqb7sn,37i9dQZF1DXcF6B6QPhFDv,1DbeTcnfS7kLnHhVsRlvqg,0.763,7,147.989,-3.265,0.000772,0.0802,"Always, Everytime"
4,51,0.0628,0.504,Rock This,Jack White,218520,0.891,rock,modern,https://api.spotify.com/v1/tracks/0MP463h7yiFtZmxQAZKh9r,You Got Me Searching,1,spotify:track:0MP463h7yiFtZmxQAZKh9r,audio_features,2024-11-15,https://api.spotify.com/v1/audio-analysis/0MP463h7yiFtZmxQAZKh9r,0MP463h7yiFtZmxQAZKh9r,0.00571,3fFE3iA8OG3562RERll9ba,37i9dQZF1DXcF6B6QPhFDv,0MP463h7yiFtZmxQAZKh9r,0.495,7,131.698,-5.072,0.0473,0.0962,You Got Me Searching
